generation,elite_fitness,mean_fitness,elite_fitness,elite_min_radius,elite_highest_platform_reached,elite_mountain_collision_ratio,elite_flying_ratio,elite_wall_proximity_ratio,elite_long_path_ratio,elite_total_motor_effort,elite_useless_motor_effort,elite_links,mean_min_radius,mean_highest_platform_reached,mean_mountain_contact_ratio,mean_flying_ratio,mean_wall_proximity_ratio,mean_long_path_ratio,mean_total_motor_effort,mean_useless_motor_effort,mean_links
0,4776.206336904138,265.3091057340727,4776.206336904138,6.478153845245266,2.220446049250313e-16,0.0,0.0,0.0,2.32171851864726,4407.626146575567,14839.156342881113,3.0,6.475566418027438,0.10529715839875757,0.0064444444444444445,0.07287500000000001,0.25926388888888885,7.512425217686486,5320.4535988414855,10117.54165193684,3.7333333333333334
1,28417.01894447017,1106.4408427124768,28417.01894447017,5.964370032220654,2.220446049250313e-16,0.0,0.0,0.0,1.235390328696841,768.5895697594449,0.0,2.0,6.785770328554329,0.05791002988968974,0.0125,0.009958333333333335,0.16806944444444447,3.5196937216670663,4522.457667399522,12472.893460903812,3.6333333333333333
2,37769.34880187325,3252.542224987332,37769.34880187325,5.312185401636867,2.220446049250313e-16,0.0,0.0,0.0,1.3792969189024797,768.5895697594449,0.0,3.0,7.018866252492348,0.011271248275189282,0.029027777777777777,0.005555555555555555,0.08725,1.4685703946797777,2576.7852926656374,7452.451102464809,2.466666666666667
3,37769.34880187325,4028.316925481895,37769.34880187325,5.312185401636867,2.220446049250313e-16,0.0,0.0,0.0,1.3792969189024797,768.5895697594449,0.0,3.0,6.833152537217084,0.013054395174388552,0.014902777777777777,0.0016666666666666668,0.13344444444444445,2.8573082293453282,2549.545894315715,6974.456284206068,2.6666666666666665
4,37769.34880187325,3773.4442197545345,37769.34880187325,5.312185401636867,2.220446049250313e-16,0.0,0.0,0.0,1.3792969189024797,768.5895697594449,0.0,3.0,6.748005548697956,0.04479346782675415,0.024180555555555552,0.01548611111111111,0.09759722222222224,2.710938937150598,3070.6143702360127,6030.116927279133,2.8666666666666667
5,37769.34880187325,3758.6760315503943,37769.34880187325,5.312185401636867,2.220446049250313e-16,0.0,0.0,0.0,1.3792969189024797,768.5895697594449,0.0,3.0,6.9509885860034615,0.010527950684317389,0.021249999999999998,0.0008055555555555556,0.07030555555555557,2.1237398699862178,2098.0291686006603,5804.465514742128,2.533333333333333
6,37769.34880187325,1701.5251129221838,37769.34880187325,5.312185401636867,2.220446049250313e-16,0.0,0.0,0.0,1.3792969189024797,768.5895697594449,0.0,3.0,6.865914020609275,3.9227880203422196e-16,0.01486111111111111,0.015527777777777777,0.10027777777777777,4.496316382015943,2727.521740720488,5376.032048502708,2.966666666666667
7,37769.34880187325,4184.709426914794,37769.34880187325,5.312185401636867,2.220446049250313e-16,0.0,0.0,0.0,1.3792969189024797,768.5895697594449,0.0,3.0,7.096102369461599,3.478698810492157e-16,0.029791666666666668,0.002361111111111111,0.08695833333333332,2.525113313400721,2276.6816181555055,7434.254149366183,2.3
8,37769.34880187325,1325.3199609469355,37769.34880187325,5.312185401636867,2.220446049250313e-16,0.0,0.0,0.0,1.3792969189024797,768.5895697594449,0.0,3.0,6.905024018701577,0.03279203634544262,0.0032500000000000003,0.0,0.11379166666666668,2.456185944300077,2125.714152917756,5078.040112927163,2.7
9,37769.34880187325,2928.118725965703,37769.34880187325,5.312185401636867,2.220446049250313e-16,0.0,0.0,0.0,1.3792969189024797,768.5895697594449,0.0,3.0,7.089251513557078,0.005126559115323944,0.003777777777777778,0.0,0.08790277777777779,2.0613664647274788,2673.1339736071523,9282.359314697127,2.3
